Vaccine,Geography.Type,Geography,Survey.Year.Influenza.Season,Dimension.Type,Dimension,Estimate....,X95..CI....,Sample.Size,State,Year,Insured,Uninsured,UrbanicityIndex
Tdap,States,Mississippi,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,MS,2021,727700,134500,4.161118644978652
Influenza,States,Mississippi,2021,Age,>=18 Years,40.0,35.9 to 44.2,852,MS,2021,727700,134500,4.161118644978652
Influenza,States,Mississippi,2021,Age,18-24 Years,32.1,25.3 to 39.6,287,MS,2021,727700,134500,4.161118644978652
Influenza,States,Mississippi,2021,Age,25-34 Years,43.2,37.6 to 48.9,465,MS,2021,727700,134500,4.161118644978652
Influenza,States,Mississippi,2021,Age,>=35 Years,47.0,34.0 to 60.3,100,MS,2021,727700,134500,4.161118644978652
Tdap,States,Mississippi,2021,Age,>=18 Years,59.9,55.6 to 64.1,795,MS,2021,727700,134500,4.161118644978652
Tdap,States,Mississippi,2021,Age,18-24 Years,56.9,49.0 to 64.6,266,MS,2021,727700,134500,4.161118644978652
Tdap,States,Mississippi,2021,Age,25-34 Years,60.5,54.7 to 66.0,439,MS,2021,727700,134500,4.161118644978652
Tdap,States,Mississippi,2021,Age,>=35 Years,65.9,52.6 to 77.6,90,MS,2021,727700,134500,4.161118644978652
Tdap,States,Mississippi,2018,Age,25-34 Years,60.1,55.0 to 65.1,559,MS,2018,736500,146400,4.161118644978652
Tdap,States,Mississippi,2020,Age,25-34 Years,61.5,55.7 to 67.1,462,MS,2020,NA,NA,4.161118644978652
Tdap,States,Mississippi,2019,Age,25-34 Years,60.8,55.9 to 65.5,604,MS,2019,722700,156000,4.161118644978652
Tdap,States,Mississippi,2018,Age,>=35 Years,49.9,38.3 to 61.5,116,MS,2018,736500,146400,4.161118644978652
Tdap,States,Mississippi,2019,Age,>=35 Years,53.5,42.0 to 64.7,137,MS,2019,722700,156000,4.161118644978652
Tdap,States,Mississippi,2020,Age,>=35 Years,64.3,50.3 to 76.7,98,MS,2020,NA,NA,4.161118644978652
Tdap,States,Mississippi,2018,Race and Ethnicity,Hispanic,NR*,NR*,31,MS,2018,736500,146400,4.161118644978652
Tdap,States,Mississippi,2019,Race and Ethnicity,Hispanic,NR*,NR*,NA,MS,2019,722700,156000,4.161118644978652
Tdap,States,Mississippi,2019,Race and Ethnicity,"Black, Non-Hispanic",50.6,45.1 to 56.1,553,MS,2019,722700,156000,4.161118644978652
Tdap,States,Mississippi,2020,Race and Ethnicity,"Black, Non-Hispanic",51.8,45.2 to 58.4,444,MS,2020,NA,NA,4.161118644978652
Tdap,States,Mississippi,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,MS,2018,736500,146400,4.161118644978652
Tdap,States,Mississippi,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,MS,2020,NA,NA,4.161118644978652
Tdap,States,Mississippi,2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,MS,2019,722700,156000,4.161118644978652
Tdap,States,Mississippi,2020,Race and Ethnicity,Hispanic,NR*,NR*,NA,MS,2020,NA,NA,4.161118644978652
Tdap,States,Mississippi,2018,Race and Ethnicity,"Black, Non-Hispanic",49.3,43.5 to 55.1,526,MS,2018,736500,146400,4.161118644978652
Tdap,States,Mississippi,2018,Age,18-24 Years,50.1,43.5 to 56.7,377,MS,2018,736500,146400,4.161118644978652
Tdap,States,Mississippi,2019,Age,18-24 Years,54.3,47.8 to 60.7,365,MS,2019,722700,156000,4.161118644978652
Tdap,States,Mississippi,2020,Age,18-24 Years,53.9,46.0 to 61.6,309,MS,2020,NA,NA,4.161118644978652
Tdap,States,Mississippi,2018,Age,>=18 Years,55.6,51.8 to 59.4,1052,MS,2018,736500,146400,4.161118644978652
Tdap,States,Mississippi,2020,Age,>=18 Years,59.2,54.8 to 63.5,869,MS,2020,NA,NA,4.161118644978652
Tdap,States,Mississippi,2019,Age,>=18 Years,57.9,54.2 to 61.5,1106,MS,2019,722700,156000,4.161118644978652
Tdap,States,Mississippi,2018,Race and Ethnicity,"White, Non-Hispanic",61.2,55.9 to 66.3,479,MS,2018,736500,146400,4.161118644978652
Tdap,States,Mississippi,2020,Race and Ethnicity,"White, Non-Hispanic",66.2,60.1 to 71.9,383,MS,2020,NA,NA,4.161118644978652
Tdap,States,Mississippi,2019,Race and Ethnicity,"White, Non-Hispanic",64.6,59.4 to 69.5,497,MS,2019,722700,156000,4.161118644978652
Influenza,States,Mississippi,2019,Age,>=18 Years,48.0,44.5 to 51.5,1223,MS,2019,722700,156000,4.161118644978652
Influenza,States,Mississippi,2019,Age,18-24 Years,40.3,34.4 to 46.4,410,MS,2019,722700,156000,4.161118644978652
Influenza,States,Mississippi,2019,Age,25-34 Years,52.4,47.7 to 57.1,665,MS,2019,722700,156000,4.161118644978652
Influenza,States,Mississippi,2019,Age,>=35 Years,50.0,39.0 to 61.0,148,MS,2019,722700,156000,4.161118644978652
Influenza,States,Mississippi,2019,Race and Ethnicity,"White, Non-Hispanic",56.7,51.6 to 61.7,538,MS,2019,722700,156000,4.161118644978652
Influenza,States,Mississippi,2019,Race and Ethnicity,"Black, Non-Hispanic",38.4,33.5 to 43.5,627,MS,2019,722700,156000,4.161118644978652
Influenza,States,Mississippi,2019,Race and Ethnicity,Hispanic,NR*,NR*,31,MS,2019,722700,156000,4.161118644978652
Influenza,States,Mississippi,2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,MS,2019,722700,156000,4.161118644978652
Influenza,States,Mississippi,2018,Age,>=18 Years,45.9,42.3 to 49.5,1163,MS,2018,736500,146400,4.161118644978652
Influenza,States,Mississippi,2018,Age,18-24 Years,40.5,34.4 to 46.8,419,MS,2018,736500,146400,4.161118644978652
Influenza,States,Mississippi,2018,Age,25-34 Years,48.8,43.9 to 53.7,617,MS,2018,736500,146400,4.161118644978652
Influenza,States,Mississippi,2018,Age,>=35 Years,49.3,38.3 to 60.3,127,MS,2018,736500,146400,4.161118644978652
Influenza,States,Mississippi,2018,Race and Ethnicity,"White, Non-Hispanic",52.1,46.9 to 57.2,522,MS,2018,736500,146400,4.161118644978652
Influenza,States,Mississippi,2018,Race and Ethnicity,"Black, Non-Hispanic",38.6,33.4 to 44.0,588,MS,2018,736500,146400,4.161118644978652
Influenza,States,Mississippi,2018,Race and Ethnicity,Hispanic,NR*,NR*,36,MS,2018,736500,146400,4.161118644978652
Influenza,States,Mississippi,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",NR*,NR*,NA,MS,2018,736500,146400,4.161118644978652
Tdap,States,Minnesota,2019,Age,25-34 Years,84.3,80.3 to 87.7,591,MN,2019,1545600,89100,2.6943220648487087
Tdap,States,Minnesota,2020,Age,25-34 Years,87.2,82.0 to 91.3,368,MN,2020,NA,NA,2.6943220648487087
Tdap,States,Minnesota,2018,Age,25-34 Years,87.9,85.0 to 90.4,766,MN,2018,1564800,71500,2.6943220648487087
Tdap,States,Minnesota,2020,Race and Ethnicity,Hispanic,NR*,NR*,33,MN,2020,NA,NA,2.6943220648487087
Tdap,States,Minnesota,2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",81.0,71.6 to 88.3,257,MN,2019,1545600,89100,2.6943220648487087
Tdap,States,Minnesota,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",87.6,76.2 to 94.8,223,MN,2020,NA,NA,2.6943220648487087
Tdap,States,Minnesota,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",87.3,80.3 to 92.5,303,MN,2018,1564800,71500,2.6943220648487087
Tdap,States,Minnesota,2020,Race and Ethnicity,"Black, Non-Hispanic",76.2,64.6 to 85.5,78,MN,2020,NA,NA,2.6943220648487087
Tdap,States,Minnesota,2019,Race and Ethnicity,"Black, Non-Hispanic",71.1,55.2 to 84.0,134,MN,2019,1545600,89100,2.6943220648487087
Tdap,States,Minnesota,2019,Race and Ethnicity,Hispanic,NR*,NR*,54,MN,2019,1545600,89100,2.6943220648487087
Tdap,States,Minnesota,2018,Race and Ethnicity,Hispanic,88.7,74.2 to 96.6,45,MN,2018,1564800,71500,2.6943220648487087
Tdap,States,Minnesota,2018,Race and Ethnicity,"Black, Non-Hispanic",79.0,70.1 to 86.3,121,MN,2018,1564800,71500,2.6943220648487087
Tdap,States,Minnesota,2020,Age,>=35 Years,89.6,78.2 to 96.3,104,MN,2020,NA,NA,2.6943220648487087
Tdap,States,Minnesota,2019,Age,>=35 Years,83.9,76.2 to 89.9,181,MN,2019,1545600,89100,2.6943220648487087
Tdap,States,Minnesota,2018,Age,>=35 Years,85.3,78.9 to 90.4,228,MN,2018,1564800,71500,2.6943220648487087
Tdap,States,Minnesota,2019,Age,>=18 Years,85.1,82.1 to 87.8,953,MN,2019,1545600,89100,2.6943220648487087
Tdap,States,Minnesota,2020,Age,>=18 Years,87.2,83.0 to 90.7,568,MN,2020,NA,NA,2.6943220648487087
Tdap,States,Minnesota,2018,Age,>=18 Years,86.9,84.5 to 89.1,1164,MN,2018,1564800,71500,2.6943220648487087
Tdap,States,Minnesota,2020,Age,18-24 Years,83.5,67.7 to 93.6,96,MN,2020,NA,NA,2.6943220648487087
Tdap,States,Minnesota,2019,Age,18-24 Years,89.5,82.5 to 94.4,181,MN,2019,1545600,89100,2.6943220648487087
Tdap,States,Minnesota,2018,Age,18-24 Years,83.9,75.7 to 90.2,170,MN,2018,1564800,71500,2.6943220648487087
Tdap,States,Minnesota,2019,Race and Ethnicity,"White, Non-Hispanic",86.1,82.6 to 89.1,506,MN,2019,1545600,89100,2.6943220648487087
Tdap,States,Minnesota,2020,Race and Ethnicity,"White, Non-Hispanic",87.4,82.1 to 91.6,234,MN,2020,NA,NA,2.6943220648487087
Tdap,States,Minnesota,2018,Race and Ethnicity,"White, Non-Hispanic",87.1,84.2 to 89.6,694,MN,2018,1564800,71500,2.6943220648487087
Influenza,States,Minnesota,2020,Age,>=18 Years,68.2,62.7 to 73.3,612,MN,2020,NA,NA,2.6943220648487087
Influenza,States,Minnesota,2012,Age,18-24 Years,59.4,51.0 to 67.4,200,MN,2012,1469500,147200,2.6943220648487087
Influenza,States,Minnesota,2012,Age,>=18 Years,66.0,62.5 to 69.4,906,MN,2012,1469500,147200,2.6943220648487087
Influenza,States,Minnesota,2020,Age,18-24 Years,NR*,NR*,108,MN,2020,NA,NA,2.6943220648487087
Influenza,States,Minnesota,2020,Age,25-34 Years,68.6,62.0 to 74.7,393,MN,2020,NA,NA,2.6943220648487087
Influenza,States,Minnesota,2020,Age,>=35 Years,72.4,59.4 to 83.1,111,MN,2020,NA,NA,2.6943220648487087
Influenza,States,Minnesota,2012,Age,>=35 Years,72.9,63.8 to 80.8,129,MN,2012,1469500,147200,2.6943220648487087
Influenza,States,Minnesota,2012,Age,25-34 Years,66.4,62.1 to 70.5,577,MN,2012,1469500,147200,2.6943220648487087
Influenza,States,Minnesota,2020,Race and Ethnicity,"Black, Non-Hispanic",53.8,41.4 to 65.9,92,MN,2020,NA,NA,2.6943220648487087
Influenza,States,Minnesota,2012,Race and Ethnicity,Hispanic,76.0,62.8 to 86.3,63,MN,2012,1469500,147200,2.6943220648487087
Influenza,States,Minnesota,2012,Race and Ethnicity,"Black, Non-Hispanic",60.2,48.1 to 71.4,76,MN,2012,1469500,147200,2.6943220648487087
Influenza,States,Minnesota,2020,Race and Ethnicity,"White, Non-Hispanic",70.3,63.6 to 76.4,241,MN,2020,NA,NA,2.6943220648487087
Influenza,States,Minnesota,2012,Race and Ethnicity,"White, Non-Hispanic",65.5,61.3 to 69.5,562,MN,2012,1469500,147200,2.6943220648487087
Influenza,States,Minnesota,2012,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",64.0,54.3 to 72.9,205,MN,2012,1469500,147200,2.6943220648487087
Influenza,States,Minnesota,2020,Race and Ethnicity,Hispanic,NR*,NR*,34,MN,2020,NA,NA,2.6943220648487087
Influenza,States,Minnesota,2020,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",67.7,54.0 to 79.5,245,MN,2020,NA,NA,2.6943220648487087
Influenza,States,Massachusetts,2022,Age,18-24 Years,70.9,60.8 to 79.7,178,MA,2022,2038100,52900,2.275272294053229
Influenza,States,Massachusetts,2022,Age,25-34 Years,74.8,70.4 to 78.8,875,MA,2022,2038100,52900,2.275272294053229
Tdap,States,Massachusetts,2022,Age,18-24 Years,86.1,78.9 to 91.6,162,MA,2022,2038100,52900,2.275272294053229
Tdap,States,Massachusetts,2022,Age,25-34 Years,89.5,86.2 to 92.2,815,MA,2022,2038100,52900,2.275272294053229
Influenza,States,Massachusetts,2022,Age,>=18 Years,75.0,71.8 to 78.0,1480,MA,2022,2038100,52900,2.275272294053229
Influenza,States,Massachusetts,2022,Age,>=35 Years,77.3,71.8 to 82.1,427,MA,2022,2038100,52900,2.275272294053229
Tdap,States,Massachusetts,2022,Age,>=18 Years,89.4,87.1 to 91.4,1381,MA,2022,2038100,52900,2.275272294053229
Tdap,States,Massachusetts,2022,Age,>=35 Years,90.5,86.6 to 93.6,404,MA,2022,2038100,52900,2.275272294053229
Influenza,States,Massachusetts,2022,Race and Ethnicity,"White, Non-Hispanic",75.9,70.5 to 80.8,322,MA,2022,2038100,52900,2.275272294053229
Influenza,States,Massachusetts,2022,Race and Ethnicity,"Black, Non-Hispanic",64.6,58.3 to 70.5,372,MA,2022,2038100,52900,2.275272294053229
Influenza,States,Massachusetts,2022,Race and Ethnicity,Hispanic,72.3,67.5 to 76.8,422,MA,2022,2038100,52900,2.275272294053229
Influenza,States,Massachusetts,2022,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",84.3,80.0 to 88.0,356,MA,2022,2038100,52900,2.275272294053229
Tdap,States,Massachusetts,2022,Race and Ethnicity,"White, Non-Hispanic",91.2,87.3 to 94.2,324,MA,2022,2038100,52900,2.275272294053229
Tdap,States,Massachusetts,2022,Race and Ethnicity,"Black, Non-Hispanic",83.4,79.0 to 87.2,336,MA,2022,2038100,52900,2.275272294053229
Tdap,States,Massachusetts,2022,Race and Ethnicity,Hispanic,84.9,80.5 to 88.6,376,MA,2022,2038100,52900,2.275272294053229
Tdap,States,Massachusetts,2022,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",92.7,89.3 to 95.3,338,MA,2022,2038100,52900,2.275272294053229
Influenza,States,Massachusetts,2021,Age,>=18 Years,78.5,75.4 to 81.4,1291,MA,2021,2047800,54100,2.275272294053229
Influenza,States,Massachusetts,2021,Age,18-24 Years,63.8,52.6 to 74.0,139,MA,2021,2047800,54100,2.275272294053229
Influenza,States,Massachusetts,2021,Age,25-34 Years,80.3,76.4 to 83.8,761,MA,2021,2047800,54100,2.275272294053229
Influenza,States,Massachusetts,2021,Age,>=35 Years,80.1,74.3 to 85.1,391,MA,2021,2047800,54100,2.275272294053229
Tdap,States,Massachusetts,2021,Age,>=18 Years,89.8,87.5 to 91.8,1213,MA,2021,2047800,54100,2.275272294053229
Tdap,States,Massachusetts,2021,Age,18-24 Years,82.1,72.6 to 89.4,120,MA,2021,2047800,54100,2.275272294053229
Tdap,States,Massachusetts,2021,Age,25-34 Years,89.8,86.6 to 92.4,716,MA,2021,2047800,54100,2.275272294053229
Tdap,States,Massachusetts,2021,Age,>=35 Years,92.0,87.9 to 95.0,377,MA,2021,2047800,54100,2.275272294053229
Influenza,States,Massachusetts,2021,Race and Ethnicity,"White, Non-Hispanic",80.8,75.9 to 85.1,341,MA,2021,2047800,54100,2.275272294053229
Influenza,States,Massachusetts,2021,Race and Ethnicity,"Black, Non-Hispanic",69.9,64.0 to 75.4,300,MA,2021,2047800,54100,2.275272294053229
Influenza,States,Massachusetts,2021,Race and Ethnicity,Hispanic,75.9,70.8 to 80.5,354,MA,2021,2047800,54100,2.275272294053229
Influenza,States,Massachusetts,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",81.2,74.3 to 86.9,292,MA,2021,2047800,54100,2.275272294053229
Tdap,States,Massachusetts,2021,Race and Ethnicity,"White, Non-Hispanic",93.7,90.4 to 96.1,331,MA,2021,2047800,54100,2.275272294053229
Tdap,States,Massachusetts,2021,Race and Ethnicity,"Black, Non-Hispanic",78.2,71.4 to 84.0,275,MA,2021,2047800,54100,2.275272294053229
Tdap,States,Massachusetts,2021,Race and Ethnicity,Hispanic,83.1,78.4 to 87.2,321,MA,2021,2047800,54100,2.275272294053229
Tdap,States,Massachusetts,2021,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",94.2,87.2 to 98.0,282,MA,2021,2047800,54100,2.275272294053229
Influenza,States,Massachusetts,2013,Age,18-24 Years,65.6,55.7 to 74.6,229,MA,2013,2005000,80700,2.275272294053229
Influenza,States,Massachusetts,2013,Age,25-34 Years,70.5,65.9 to 74.8,833,MA,2013,2005000,80700,2.275272294053229
Influenza,States,Massachusetts,2013,Age,>=35 Years,76.5,69.3 to 82.7,328,MA,2013,2005000,80700,2.275272294053229
Influenza,States,Massachusetts,2013,Race and Ethnicity,"White, Non-Hispanic",70.6,65.3 to 75.5,358,MA,2013,2005000,80700,2.275272294053229
Influenza,States,Massachusetts,2013,Age,>=18 Years,71.2,67.7 to 74.6,1390,MA,2013,2005000,80700,2.275272294053229
Influenza,States,Massachusetts,2013,Race and Ethnicity,Hispanic,72.8,66.4 to 78.5,327,MA,2013,2005000,80700,2.275272294053229
Influenza,States,Massachusetts,2013,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",75.1,68.4 to 81.0,392,MA,2013,2005000,80700,2.275272294053229
Influenza,States,Massachusetts,2014,Age,>=18 Years,72.1,68.9 to 75.2,1490,MA,2014,2022300,72900,2.275272294053229
Influenza,States,Massachusetts,2014,Age,18-24 Years,59.1,49.9 to 67.8,218,MA,2014,2022300,72900,2.275272294053229
Influenza,States,Massachusetts,2014,Age,25-34 Years,73.0,68.9 to 76.8,923,MA,2014,2022300,72900,2.275272294053229
Influenza,States,Massachusetts,2014,Age,>=35 Years,77.2,70.5 to 83.0,349,MA,2014,2022300,72900,2.275272294053229
Influenza,States,Massachusetts,2014,Race and Ethnicity,"White, Non-Hispanic",71.7,66.7 to 76.4,370,MA,2014,2022300,72900,2.275272294053229
Influenza,States,Massachusetts,2014,Race and Ethnicity,"Black, Non-Hispanic",72.9,67.2 to 78.1,307,MA,2014,2022300,72900,2.275272294053229
Influenza,States,Massachusetts,2014,Race and Ethnicity,Hispanic,73.8,68.7 to 78.5,358,MA,2014,2022300,72900,2.275272294053229
Influenza,States,Massachusetts,2014,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",69.3,62.8 to 75.3,422,MA,2014,2022300,72900,2.275272294053229
Influenza,States,Massachusetts,2013,Race and Ethnicity,"Black, Non-Hispanic",70.9,65.2 to 76.2,287,MA,2013,2005000,80700,2.275272294053229
Influenza,States,Massachusetts,2015,Age,>=18 Years,75.7,72.6 to 78.6,1275,MA,2015,2049300,64800,2.275272294053229
Influenza,States,Massachusetts,2015,Age,18-24 Years,66.2,56.3 to 75.2,185,MA,2015,2049300,64800,2.275272294053229
Influenza,States,Massachusetts,2015,Age,25-34 Years,75.4,71.5 to 79.1,777,MA,2015,2049300,64800,2.275272294053229
Influenza,States,Massachusetts,2015,Age,>=35 Years,81.6,75.9 to 86.5,313,MA,2015,2049300,64800,2.275272294053229
Influenza,States,Massachusetts,2015,Race and Ethnicity,"White, Non-Hispanic",75.8,71.1 to 80.0,384,MA,2015,2049300,64800,2.275272294053229
Influenza,States,Massachusetts,2015,Race and Ethnicity,"Black, Non-Hispanic",69.3,61.5 to 76.3,259,MA,2015,2049300,64800,2.275272294053229
Influenza,States,Massachusetts,2015,Race and Ethnicity,Hispanic,76.0,70.7 to 80.8,333,MA,2015,2049300,64800,2.275272294053229
Influenza,States,Massachusetts,2015,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",79.3,72.7 to 84.9,288,MA,2015,2049300,64800,2.275272294053229
Influenza,States,Massachusetts,2016,Age,>=18 Years,73.1,69.8 to 76.3,1278,MA,2016,2042600,54000,2.275272294053229
Influenza,States,Massachusetts,2016,Age,18-24 Years,65.9,55.6 to 75.2,175,MA,2016,2042600,54000,2.275272294053229
Influenza,States,Massachusetts,2016,Age,25-34 Years,71.6,67.2 to 75.7,773,MA,2016,2042600,54000,2.275272294053229
Influenza,States,Massachusetts,2016,Age,>=35 Years,80.4,74.2 to 85.7,330,MA,2016,2042600,54000,2.275272294053229
Influenza,States,Massachusetts,2016,Race and Ethnicity,"White, Non-Hispanic",69.9,64.7 to 74.8,371,MA,2016,2042600,54000,2.275272294053229
Influenza,States,Massachusetts,2016,Race and Ethnicity,"Black, Non-Hispanic",67.8,60.7 to 74.3,271,MA,2016,2042600,54000,2.275272294053229
Influenza,States,Massachusetts,2016,Race and Ethnicity,Hispanic,79.6,74.5 to 84.0,323,MA,2016,2042600,54000,2.275272294053229
Influenza,States,Massachusetts,2016,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",83.0,76.9 to 88.1,304,MA,2016,2042600,54000,2.275272294053229
Influenza,States,Massachusetts,2018,Age,>=18 Years,76.3,73.2 to 79.2,1401,MA,2018,2049300,64400,2.275272294053229
Influenza,States,Massachusetts,2018,Age,18-24 Years,67.2,57.8 to 75.7,202,MA,2018,2049300,64400,2.275272294053229
Influenza,States,Massachusetts,2018,Age,25-34 Years,75.7,71.8 to 79.3,864,MA,2018,2049300,64400,2.275272294053229
Influenza,States,Massachusetts,2018,Age,>=35 Years,82.1,75.9 to 87.3,335,MA,2018,2049300,64400,2.275272294053229
Influenza,States,Massachusetts,2018,Race and Ethnicity,"White, Non-Hispanic",75.8,70.8 to 80.3,360,MA,2018,2049300,64400,2.275272294053229
Influenza,States,Massachusetts,2018,Race and Ethnicity,"Black, Non-Hispanic",68.1,62.3 to 73.5,307,MA,2018,2049300,64400,2.275272294053229
Influenza,States,Massachusetts,2018,Race and Ethnicity,Hispanic,76.6,72.1 to 80.7,400,MA,2018,2049300,64400,2.275272294053229
Influenza,States,Massachusetts,2018,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",84.2,79.7 to 88.0,328,MA,2018,2049300,64400,2.275272294053229
Influenza,States,Massachusetts,2017,Age,>=18 Years,72.5,69.3 to 75.6,1395,MA,2017,2041700,62000,2.275272294053229
Influenza,States,Massachusetts,2017,Age,18-24 Years,59.8,50.3 to 68.8,212,MA,2017,2041700,62000,2.275272294053229
Influenza,States,Massachusetts,2017,Age,25-34 Years,71.6,67.4 to 75.6,828,MA,2017,2041700,62000,2.275272294053229
Influenza,States,Massachusetts,2017,Age,>=35 Years,80.5,74.4 to 85.7,355,MA,2017,2041700,62000,2.275272294053229
Influenza,States,Massachusetts,2017,Race and Ethnicity,"White, Non-Hispanic",71.6,66.4 to 76.4,341,MA,2017,2041700,62000,2.275272294053229
Influenza,States,Massachusetts,2017,Race and Ethnicity,"Black, Non-Hispanic",70.9,65.3 to 76.1,307,MA,2017,2041700,62000,2.275272294053229
Influenza,States,Massachusetts,2017,Race and Ethnicity,Hispanic,70.7,65.6 to 75.5,402,MA,2017,2041700,62000,2.275272294053229
Influenza,States,Massachusetts,2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",79.2,72.4 to 85.0,320,MA,2017,2041700,62000,2.275272294053229
Influenza,States,Massachusetts,2019,Age,>=18 Years,78.4,75.7 to 80.9,1663,MA,2019,2036100,66200,2.275272294053229
Influenza,States,Massachusetts,2019,Age,18-24 Years,67.1,58.1 to 75.2,183,MA,2019,2036100,66200,2.275272294053229
